Property No. ,Type of Access (X2),Neighbourhood Status (X3),Building Condition (X4),Type of Walls (X5),Type of Wall finish (X6),Type of Floor Finish (X7),Type of Ceiling (X8),NWSC Availabilty (X9),Hydro Power Availabilty (X10),Type of Saniation Facility (X11),Availabilty of Parking Space (X12),Type of Security (X13),Type of Boundary Wall (X14),Occupency Type ,Carpet Area ,Usage Type,Usage SubType,ALV,RV,Property Tax,Avg. Property Rate (per SQM)
P117007019,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,RAZOR WIRE,WALL,RENTED,684.03,COMMERCIAL,Stores,50235162.86,35164614,2109876.84,3084.48
P117007020,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,RAZOR WIRE,WALL,RENTED,139.68,COMMERCIAL,Office_Space,12309718.57,8616803,517008.18,3701.38
P117007021,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,RAZOR WIRE,WALL,RENTED,99.01,COMMERCIAL,Office_Space,8725552.857,6107887,366473.22,3701.38
P117007022,Main Road,MIDDLE CLASS,GOOD,METALLIC SHEETING,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,375.68,COMMERCIAL,Retail_Space_Office_Space,64253145.71,44977202,2698632.12,7183.33
P117007023,Main Road,MIDDLE CLASS,FAIR,TIMBER,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,WALL,RENTED,110.96,COMMERCIAL,Restaurant,9507052.857,6654937,399296.22,3598.56
P117007026,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,16.32,RESIDENTIALRENTED,TenementMuzigo,1260000,982800,58968,3613.24
P117007028,Main Road,SLUM,FAIR,METALLIC SHEETING,PAINTED,Other Floor Finish,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,11.56,COMMERCIAL,Workshop,501428.5714,351000,21060,1821.80
P117007029,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,65.66,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,2565.95
P117007030,Footpath,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,111.82,RESIDENTIALRENTED,TenementMuzigo,6300000,4914000,294840,2636.74
P117007031,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,61.29,RESIDENTIALRENTED,TenementMuzigo,5400000,4212000,252720,4123.35
P117007032,Main Road,MIDDLE CLASS,FAIR,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,RAZOR WIRE,WALL,RENTED,161.95,COMMERCIAL,Office_Space,22201401.43,15540981,932458.86,5757.70
P117007033,Side Road,SLUM,POOR,MUD WATTLE,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,77,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,1641.04
P117007034,Footpath,SLUM,FAIR,MUD WATTLE,ROUGH CAST,CEMENT SCREED,NONE,NONE,NONE,PITLATRINE,NO,NONE,NONE,RENTED,43.2,RESIDENTIALRENTED,TenementMuzigo,2160000,1684800,101088,2340.00
P117007035,Footpath,SLUM,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,WALL,RENTED,108.75,RESIDENTIALRENTED,TenementMuzigo,9000000,7020000,421200,3873.10
P117007036,Side Road,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,22.1,RESIDENTIALRENTED,TenementMuzigo,1440000,1123200,67392,3049.41
P117007039,Footpath,SLUM,FAIR,BRICKS,CLAY BRICKS,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,66.18,RESIDENTIALRENTED,Mainbuilding,3600000,2808000,168480,2545.78
P117007040,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,ACOUSTIC,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,2079.57,COMMERCIAL,Office_Space,205089645.7,143562752,8613765.12,4142.09
P117007043,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,324.56,RESIDENTIALRENTED,Mainbuilding,64886895,38932137,2335928.22,7197.22
P117007048,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,25.11,COMMERCIAL,Office_Space,2005714.286,1404000,84240,3354.84
P117007049,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,154.63,RESIDENTIALRENTED,Mainbuilding,4500000,3510000,210600,1361.96
P117007051,Side Road,SLUM,FAIR,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,740.73,RESIDENTIALRENTED,Apartment,40950000,31941000,1916460,2587.26
P117007052,Side Road,SLUM,GOOD,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,84,RESIDENTIALRENTED,TenementMuzigo,6300000,4914000,294840,3510.00
P117007054,Main Road,HIGH CLASS,FAIR,METALLIC SHEETING,PAINTED,CERAMIC TILES,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,WALL,RENTED,1563.9,COMMERCIAL,Bar_Club,115947660,81163362,4869801.72,3113.88
P117007055,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,WALL,RENTED,1875.88,RESIDENTIALRENTED,Apartment,38160000,20034000,1202040,640.79
P117007056,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,110.54,RESIDENTIALRENTED,TenementMuzigo,7200000,5040000,302400,2735.66
P117007057,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,416.58,COMMERCIAL,Retail_Space_Rear_Room,22320000,11718000,703080,1687.74
P117007058,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,146.5,RESIDENTIALRENTED,TenementMuzigo,14400000,8424000,505440,3450.10
P117007059,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,254.01,COMMERCIAL,Retail_Space_Rear_Room,27360000,14364000,861840,3392.94
P117007061,Footpath,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,28.12,RESIDENTIALRENTED,TenementMuzigo,1080000,842400,50544,1797.44
P117007063,Footpath,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,35.41,RESIDENTIALRENTED,TenementMuzigo,1350000,1053000,63180,1784.24
P117007065,Footpath,SLUM,POOR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,153.33,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,1098.81
P117007066,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,301.67,RESIDENTIALRENTED,Mainbuilding,45000000,35100000,2106000,6981.14
P117007067,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,47.68,RESIDENTIALRENTED,Outbuilding,4500000,3510000,210600,4416.95
P117007068,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,301.67,RESIDENTIALRENTED,Mainbuilding,45000000,35100000,2106000,6981.14
P117007069,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,47.68,RESIDENTIALRENTED,Outbuilding,4500000,3510000,210600,4416.95
P117007071,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,1576.57,RESIDENTIALRENTED,Apartment,413100000,322218000,19333080,12262.75
P117007072,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,1576.57,RESIDENTIALRENTED,Apartment,413100000,322218000,19333080,12262.75
P117007073,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,160.54,RESIDENTIALRENTED,Apartment,2700000,2160000,129600,807.28
P117007074,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,1.51,COMMERCIAL,Kiosk,1504285.714,1053000,63180,41841.06
P117007076,Main Road,HIGH CLASS,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL FENCE,RENTED,2.25,COMMERCIAL,Kiosk,1504285.714,1053000,63180,28080.00
P117007078,Main Road,HIGH CLASS,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,WALL FENCE,RENTED,3.818,COMMERCIAL,Kiosk,1504285.714,1053000,63180,16547.93
P117007081,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL FENCE,RENTED,37.17,COMMERCIAL,Retail_Space,802285.7143,561600,33696,906.54
P117007082,Main Road,HIGH CLASS,POOR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL FENCE,RENTED,31.27,COMMERCIAL,Retail_Space,1002857.143,702000,42120,1346.98
P117007083,Main Road,HIGH CLASS,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,WALL FENCE,RENTED,5.88,COMMERCIAL,Kiosk,1504285.714,1053000,63180,10744.90
P117007087,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,472.28,RESIDENTIALRENTED,Mainbuilding,36000000,28080000,1684800,3567.38
P117007088,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,17.85,RESIDENTIALRENTED,Outbuilding,1350000,1053000,63180,3539.50
P117007089,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,17.85,RESIDENTIALRENTED,Outbuilding,1350000,1053000,63180,3539.50
P117007090,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,424.12,RESIDENTIALRENTED,Mainbuilding,36000000,28080000,1684800,3972.46
P117007091,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,17.85,RESIDENTIALRENTED,Outbuilding,1350000,1053000,63180,3539.50
P117007092,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,17.85,RESIDENTIALRENTED,Outbuilding,1350000,1053000,63180,3539.50
P117007093,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,424.12,RESIDENTIALRENTED,Mainbuilding,36000000,28080000,1684800,3972.46
P117007094,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,17.85,RESIDENTIALRENTED,Outbuilding,1350000,1053000,63180,3539.50
P117007095,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,17.85,RESIDENTIALRENTED,Outbuilding,1350000,1053000,63180,3539.50
P117007096,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,424.12,RESIDENTIALRENTED,Mainbuilding,36000000,28080000,1684800,3972.46
P117007099,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,86.34,COMMERCIAL,Office_Space,11836178.57,8285325,497119.5,5757.70
P117007100,Main Road,HIGH CLASS,GOOD,BRICKS,ROUGH CAST,CERAMIC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,75.39,COMMERCIAL,Office_Space,6459415.714,4521591,271295.46,3598.56
P117007101,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,PVC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,55.35,COMMERCIAL,Retail_Space,3360000,2016000,120960,2185.37
P117007102,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,82.7,COMMERCIAL,Retail_Space_Rear_Room,6300000,3780000,226800,2742.44
P117007104,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,49.49,RESIDENTIALRENTED,TenementMuzigo,2940000,1764000,105840,2138.61
P117007105,Main Road,HIGH CLASS,UNDER CONSTRUCTION,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,11090.2,COMMERCIAL,Retail_Space_Office_Space,639781810,447847267,26870836.02,2422.94
P117007106,Side Road,MIDDLE CLASS,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,18.6,RESIDENTIALRENTED,TenementMuzigo,900000,702000,42120,2264.52
P117007107,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,59.64,RESIDENTIALRENTED,TenementMuzigo,1350000,1053000,63180,1059.36
P117007108,Side Road,MIDDLE CLASS,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,47.68,RESIDENTIALRENTED,TenementMuzigo,2790000,2176200,130572,2738.51
P117007110,Side Road,HIGH CLASS,FAIR,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,RAZOR WIRE,WALL,RENTED,159.43,RESIDENTIALRENTED,Mainbuilding,18000000,14040000,842400,5283.82
P117007111,Side Road,HIGH CLASS,FAIR,BRICKS,CLAY BRICKS,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,RAZOR WIRE,WALL,RENTED,34.65,RESIDENTIALRENTED,Outbuilding,4500000,3510000,210600,6077.92
P117007112,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,88.32,COMMERCIAL,Office_Space,19992000,13994400,839664,9507.07
P117007113,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,17.37,COMMERCIAL,Retail_Space,2448000,1713600,102816,5919.17
P117007114,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,1173.22,COMMERCIAL,Retail_Space,219715001.4,153800501,9228030.06,7865.56
P117007115,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,34.92,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,3618.56
P117007116,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,33.95,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,3721.94
P117007117,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,8.41,RESIDENTIALRENTED,TenementMuzigo,900000,702000,42120,5008.32
P117007118,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,43.05,RESIDENTIALRENTED,TenementMuzigo,2700000,2106000,126360,2935.19
P117007119,Side Road,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,39.18,RESIDENTIALRENTED,TenementMuzigo,4500000,3159000,189540,4837.67
P117007120,Side Road,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,27.3,RESIDENTIALRENTED,TenementMuzigo,1350000,1053000,63180,2314.29
P117007121,Side Road,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,20.52,COMMERCIAL,Retail_Space_Rear_Room,1932000,1159200,69552,3389.47
P117007122,Side Road,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,7.56,COMMERCIAL,Retail_Space,1080000,756000,45360,6000.00
P117007126,Side Road,SLUM,GOOD,BRICKS,PAINTED,CERAMIC TILES,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,CHAIN LINK,RENTED,98.5449,COMMERCIAL,Retail_Space_Rear_Room,10296000,7207200,432432,4388.17
P117007127,Side Road,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,CHAIN LINK,RENTED,104.3538,RESIDENTIALRENTED,TenementMuzigo,7392000,5765760,345945.6,3315.12
P117007128,Side Road,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,CHAIN LINK,RENTED,21.5625,RESIDENTIALRENTED,TenementMuzigo,1176000,917280,55036.8,2552.43
P117007131,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,209.98,COMMERCIAL,Retail_Space,17742857.14,12420000,745200,3548.91
P117007132,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,65.5,COMMERCIAL,Retail_Space,7405714.286,5184000,311040,4748.70
P117007133,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,16.07,RESIDENTIALRENTED,TenementMuzigo,720000,561600,33696,2096.83
P117007136,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,103.8,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,1623.12
P117007137,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,115.065,RESIDENTIALRENTED,TenementMuzigo,14156182.05,11041822,662509.32,5757.70
P117007138,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,TERRAZZO,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,1309.45,COMMERCIAL,Retail_Space_Office_Space,140114045.7,98079832,5884789.92,4494.09
P117007139,Side Road,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL,RENTED,71.87,RESIDENTIALRENTED,TenementMuzigo,3780000,2948400,176904,2461.44
P117007140,Side Road,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL,RENTED,47,RESIDENTIALRENTED,TenementMuzigo,2268000,1769040,106142.4,2258.35
P117007144,Side Road,SLUM,GOOD,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,58.1,COMMERCIAL,Retail_Space,1991203.2,1393842.24,83630.5344,1439.42
P117007145,Side Road,SLUM,POOR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,11.96,RESIDENTIALRENTED,TenementMuzigo,358656.48,215194,12911.64,1079.57
P117007146,Side Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,11.86,RESIDENTIALRENTED,TenementMuzigo,720000,561600,33696,2841.15
P117007147,Side Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,64.19,RESIDENTIALRENTED,TenementMuzigo,2880000,2246400,134784,2099.77
P117007149,Side Road,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,40.715,RESIDENTIALRENTED,TenementMuzigo,2016000,1572480,94348.8,2317.30
P117007150,Side Road,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,171.44,RESIDENTIALRENTED,Mainbuilding,6720000,5241600,314496,1834.44
P117007151,Side Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,51,RESIDENTIALRENTED,TenementMuzigo,2584615.385,2016000,120960,2371.76
P117007154,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,31.7,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,5314.83
P117007155,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,42.21,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,3991.47
P117007156,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,22.11,RESIDENTIALRENTED,TenementMuzigo,1800000,1404000,84240,3810.04
P117007157,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,40.71,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,4138.54
